"Name","Review Content","Date","Rating","Mercure Hotel"
"Hotel in guter Lage","Zimmer super und die Betten ok, aber Service beim Frühstück katastrophal. Entweder gab es kein Geschirr oder kein Essen. Das Personal verzog keine Miene und servierte Kaffee nur nach mehrfacher Aufforderung","Date of stay: May 2017This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","3.0 of 5 bubbles","Avani Hotel"
"Solid option in city centre","Visited Windhoek for a weekend. Convenient location. Walking distance to the main tourist attractions and there are some coffee shops and  restaurants in the vicinity. Check-in  probably took longer than it should have. Room was clean and comfortable. Buffet breakfast was very good. Had room service on one night which was also surprisingly tasty.  Staff were generally pleasant.","Date of stay: March 2017This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Avani Hotel"
"Comfortable and Clean","Rooms are clean and spacious with comfortable beds. Killer breakfast and dinner buffet. Excellent staff- Very hospitable and go out of their way to make your stay as comfortable as possible. Great job!","Date of stay: March 2017This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Avani Hotel"
"Nice atmosphere and friendly staff","The hotel has very nice and spacious rooms, clean and bright, with balcony, sofa and king size bed, in the bathroom bathtube and shower . There is swimming pool outside surrounded by the small river and some rocks. It looks quite ineresting. Staff is usually friendly but could improve a bit. I tried beef burger and it was tasty and big enough. Recommended for short stay.","Date of stay: January 2017This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Avani Hotel"
"good","just do something about elevators it takes a lots of waiting time specially if you have a pickup need to come way ahead of time the only short coming in this hotel and have a guard down stairs to protect the guests","Date of stay: November 2016This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"Good Business Hotel in the CBD","AVANI is conveniently located and provides comfortable accommodation for the business traveler.  I would recommend it if you are making a short stop in Windhoek, the staff are friendly, the facilities are good and the food cannot be faulted.","Date of stay: September 2016This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Avani Hotel"
"Centrale e funzionale","Ci abbiamo dormito la prima notte appena arrivati in Namibia. Le finiture sono adeguate alla categoria ed il servizio appare efficiente. Certo non ha alcun tipo di fascino, é un po' stereotipato, tipico di questi alberghi forse più business, con poco charme. Comodi i negozi alla base delle scale mobili di accesso.","Date of stay: October 2016This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","3.0 of 5 bubbles","Avani Hotel"
"ottimo hotel","ottimo hotel nel centro di windhoek. si trova all'interno di un piccolo centro commerciale ed è molto comodo. le stanze sono belle e spaziose, la colazione ottima, ed è disponibile il wifi gratuito con ottima velocità di connessione. Personale molto cortese","Date of stay: September 2016This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Avani Hotel"
"A place to stay","This hotel seems to be above what was a main shopping mall many years ago.  It is on the main street of Windhoek.  You arrive past deserted shops and up escalators to the upper shopping level. I am told it has been recently refurbished and the rooms and reception are decent. No gym, no indication of a pool.  Simply a place to sleep on a business trip.","Date of stay: September 2016This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","3.0 of 5 bubbles","Avani Hotel"
"Good location","We arrived there after 24 days of round trip, parking was full so we park one floor up and rang the bell for assistant for our suitcases ..unfortunately we carried them to the reception ..was so busy only one poor girl   was alone ,..for a 4 star hotel the reception was not well organize ,the room was very comfortable and clean ..we had dinner 16th August night i want to thanks waiter Richard and the grill cook.they made our dining experience unforgettable. we can easily recommend this hotel .nice place to stay  inside a shopping mall .","Date of stay: August 2016This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Avani Hotel"
"Ticks All The Boxes","Wow! An amazing breakfast awaits the weary traveler. Thick slices of toast pork and apple sauce (yes, for breakfast), crisp croissants and delicious Danishes plus all the eggs you can swallow. And that's after bedding down in a comfortable room, good reception service and helpful service people. Highly recommended.","Date of stay: July 2016This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"Très bon hotel","Situé en centre ville, les chambres sont très confortables, le buffet petit déjeuner est copieux. Tout le confort d'un grand hotel comme aux États Unis. Situé dans une galerie commerciale, l'hôtel dispose aussi d'un casino sans grand charme. Staff efficace et très professionnel.","Date of stay: June 2016This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Avani Hotel"
"Nice place","This hotel is in the mall but still a very decent place to stay in and it was actually nice that you could pop down to a store to go and buy something when needed. The breakfast was not bad at all and the free wifi could definitely be a plus. It is also situated in town so quick to get to places around there.","Date of stay: May 2016This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Avani Hotel"
"Staff were amazing especially their Guest Service Relations Personnel Cheneviev Beukes.","We were welcomed by friendly, helpful and professional staff, check-in is at 2:00pm in the afternoon but we arrived at 7:00am exhausted from a bus trip Cape Town to Windhoek. A sweetest gentleman from behind the counter (reception) was so helpful he checked us in so we could get some sleep we really appreciated that. The hotel is nice and clean, our room was very clean big and comfortable with free WiFi.Breakfast was beautiful with a variety to choose from. Dinner was nice too a buffet dinner, it would have been nice if we had a la carte menu as well.Location was convenient although confusing because the hotel is inside the mall and had to drag our heavy luggage up the escalator as we did not have anyone to help us which we felt a bit vulnerable as you could get mugged without the hotel knowing with no visibility to the street. Overall the hotel is perfect for people visiting Windhoek its in the city centre and reasonable priced I would highly recommend it. Guest Service Relations Personnel Cheneviev Beukes was an exceptional she was so helpful with her professionalism she organised our day tours and airport transfers she was oustanding an asset for Avani.","Date of stay: March 2016This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
